TRANSACTION_AMT,OCCUPATION,CMTE_NM,CMTE_PTY_AFFILIATION
300,NURSING FACULTY,ANTHONY BROWN FOR CONGRESS,DEM
300,NU VIEW CONSULTING LLC,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
300,NOT EMPLOYED,DSCC,DEM
300,NOT EMPLOYED,BERNIE 2016,DEM
300,NOT EMPLOYED,ALVIN THORNTON FOR CONGRESS,DEM
300,MUSIC TEACHER,DSCC,DEM
300,MECHANIC,BERNIE 2016,DEM
300,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,MD,HILLARY FOR AMERICA,DEM
300,MANAGING PARTNER,BLUMENTHAL FOR CONNECTICUT,DEM
300,MAINTENANCE PORTER SUPERVISOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,LOBBYIST,PASCRELL FOR CONGRESS,DEM
300,LIBRARY ASISSTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,LEGISLATIVE POLICY & OUTREACH ADVISOR,HILLARY FOR AMERICA,DEM
300,LAWYER,JAMIE RASKIN FOR CONGRESS,DEM
300,LAW PROFESSOR,JAMIE RASKIN FOR CONGRESS,DEM
300,LAW,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,LANGUAGE PATHOLIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,IT CONSULTANT,HILLARY FOR AMERICA,DEM
300,INVESTMENTS,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,HOMEMAKER,HILLARY FOR AMERICA,DEM
300,HOMEMAKER,DCCC,DEM
300,HOMEMAKER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,HEALTH HUMAN SERVICES,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,HEALTH HUMAN SERVICES,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,GOVERNMENT AFFAIRS,BLUMENTHAL FOR CONNECTICUT,DEM
300,FARM,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,ESEARCH BIOLOGIST,JAMIE RASKIN FOR CONGRESS,DEM
300,ENGINEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,ENGINEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
300,EDITOR,BERNIE 2016,DEM
300,"DIRECTOR SOUTH CHINA SEA, SINGAPORE AN",SEAN BARNEY FOR CONGRESS,DEM
295,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
290,INVESTOR,HOYER FOR CONGRESS,DEM
284,RETIRED,DSCC,DEM
280,VICE PRESIDENT,HOYER FOR CONGRESS,DEM
280,LOBBYIST,STABENOW FOR US SENATE,DEM
275,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
275,OFFICE CORDINATION,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
266,GOVERNMENT RELATIONS,MANCHIN FOR WEST VIRGINIA,DEM
265,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
265,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
265,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
263,NOT EMPLOYED,BERNIE 2016,DEM
251,IR,DARREN SOTO FOR CONGRESS,DEM
250,ZUCKERMAN SPADER LAW,JAMIE RASKIN FOR CONGRESS,DEM
250,WRITER/ACTOR,FRIENDS OF JOHN SARBANES,DEM
250,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
250,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
250,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
250,WRITER,BERNIE 2016,DEM
250,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
250,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
250,WRITER,JAMIE RASKIN FOR CONGRESS,DEM
250,WRETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,WIFE AND MOTHER,ERIC LYNN FOR CONGRESS,DEM
250,"VP, GOVERNMENTAL AND EXTERNAL AFFAIRS",BARVE FOR CONGRESS,DEM
250,"VP, FEDERAL AFFAIRS",GRAHAM FOR CONGRESS,DEM
250,VP OF GOVERNMENT' AFFAIRS,DAVIS FOR CONGRESS,DEM
250,VP GOVERNMENT RELATIONS,WYDEN FOR SENATE,DEM
250,VP CUSTOMER OPERATIONS,DAVIS FOR CONGRESS,DEM
250,VP CONSUMER AFFAIRS,DAVIS FOR CONGRESS,DEM
250,VP ASSET MANAGEMENT,HILLARY FOR AMERICA,DEM
250,VP,KIRKPATRICK FOR ARIZONA,DEM
250,VP,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
250,VOLUNTEER SPECIALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,VOLUNTEER,JAMIE RASKIN FOR CONGRESS,DEM
250,VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,VICE-PRESIDENT,BENNET FOR COLORADO,DEM
250,VICE PRESIDENT-NATIONAL SECURITY PRACT,HILLARY FOR AMERICA,DEM
250,"VICE PRESIDENT, PUBLIC POLICY",FRIENDS OF ROSA DELAURO,DEM
250,"VICE PRESIDENT, OPERATIONS",FRIENDS OF DON BEYER,DEM
250,"VICE PRESIDENT, FEDERAL AFFAIRS",FRIENDS OF ELIZABETH ESTY,DEM
250,"VICE PRESIDENT, CORPORATE REAL ESTATE",DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
250,VICE PRESIDENT OF PUBLIC POLICY & GOVE,LON JOHNSON FOR CONGRESS,DEM
250,VICE PRESIDENT OF PUBLIC POLICY,SCOTT FOR CONGRESS,DEM
250,VICE PRESIDENT OF CONTRACTS,DAVIS FOR CONGRESS,DEM
250,VICE PRESIDENT FOR POLICY,CICILLINE COMMITTEE,DEM
250,VICE PRESIDENT & GENERAL COUNSEL,DAVIS FOR CONGRESS,DEM
250,VICE PRESIDENT,HOYER FOR CONGRESS,DEM
250,VICE PRESIDENT,ANTHONY BROWN FOR CONGRESS,DEM
250,VICE PRESIDENT,HILLARY FOR AMERICA,DEM
250,VICE PRESIDENT,BERNIE 2016,DEM
250,VICE PRESIDENT,MUROFF FOR CONGRESS,DEM
250,VICE PRESEDENT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,VICE CHAIRMAN,MARK TAKAI FOR CONGRESS,DEM
250,VENTURE CAPITALIST,GLENN IVEY FOR CONGRESS,DEM
250,VENTURE CAPITALIST,WILL JAWANDO FOR CONGRESS,DEM
250,VALIDATION ENGINEER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
250,UNIVERSITY ADMINISTRATION,JAMIE RASKIN FOR CONGRESS,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNEMPLOYED,DCCC,DEM
250,UNDER SECRETARY OF COMMERCE,FRIENDS OF SHERROD BROWN,DEM
250,TRUCKER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
250,TRIAL ATTORNEY,JAMIE RASKIN FOR CONGRESS,DEM
250,TOWN MANAGER (RETIRED),GLENN IVEY FOR CONGRESS,DEM
250,THERAPIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,THEATRE DIRECTOR,JAMIE RASKIN FOR CONGRESS,DEM
250,TECHNICAL DIRECTOR,BERNIE 2016,DEM
250,TECHNICAL ADVISOR,BARVE FOR CONGRESS,DEM
250,TEACHING,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
250,TEACHER AUTHR RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,TEACHER AUTHR RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,TEACHER,GLENN IVEY FOR CONGRESS,DEM
250,TEACHER,HILLARY FOR AMERICA,DEM
250,TEACHER,HILLARY FOR AMERICA,DEM
250,TEACHER,BERNIE 2016,DEM
250,TEACHER,GLENN IVEY FOR CONGRESS,DEM
250,TAX CONSULTANT,NITA LOWEY FOR CONGRESS,DEM
250,TAX ADVISOR,GLENN IVEY FOR CONGRESS,DEM
250,TASK LEAD,JAMIE RASKIN FOR CONGRESS,DEM
250,SYSTEMS ANALYST,DCCC,DEM
250,"SVP, GOVERNMENT AFFAIRS",KATHLEEN MATTHEWS FOR CONGRESS,DEM
250,SURGEON,BARVE FOR CONGRESS,DEM
250,STUDENT,BERNIE 2016,DEM
250,"STRATEGIST, PUBLIC AFFAIRS",GLENN IVEY FOR CONGRESS,DEM
250,"STRATEGIST, PUBLIC AFFAIRS",GLENN IVEY FOR CONGRESS,DEM
250,STRATEGIC COMMUNICATIONS,HILLARY FOR AMERICA,DEM
250,STATISTICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,STATE SENATOR,JAMIE RASKIN FOR CONGRESS,DEM
250,STAFF,WILL JAWANDO FOR CONGRESS,DEM
250,STAFF,ALVIN THORNTON FOR CONGRESS,DEM
250,SR. COMMUNITY DEVELOPMENT ANALYST,GLENN IVEY FOR CONGRESS,DEM
250,SR CORPORATE STRATEGIST,ADAM SMITH FOR CONGRESS COMMITTEE,DEM
250,SPECIAL ASSISTANT,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
250,SOFTWARE ENGINEER,JAMIE RASKIN FOR CONGRESS,DEM
250,SOFTWARE ENGINEER,LESSIG2016.US,DEM
250,SOFTWARE DEVELOPER,DSCC,DEM
250,SOFTWARE ARCHITECT,DONNA EDWARDS FOR SENATE,DEM
250,SOFTWARE ARCHITECT,BERNIE 2016,DEM
250,SOFTWARE,BERNIE 2016,DEM
250,SOCIAL WORK,BERNIE 2016,DEM
250,SOCIAL INSURANCE SPECIALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,SOCIAL INSURANCE SPECIALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,SOCIAL INSURANCE SPECIALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,SMALL BUSINESS OWNER,JAMIE RASKIN FOR CONGRESS,DEM
250,SENIOR VICE PRESIDENT FOR PUBLIC POLIC,BARVE FOR CONGRESS,DEM
250,SENIOR VICE PRESIDENT & GENERAL COUNSE,GLENN IVEY FOR CONGRESS,DEM
250,SENIOR VICE PRESIDENT,COMMITTEE TO RE-ELECT LINDA SANCHEZ,DEM
250,SENIOR VICE PRESIDENT,MARCIA FUDGE FOR CONGRESS,DEM
250,SENIOR VICE PRESIDENT,FRIENDS OF CHERI BUSTOS,DEM
250,SENIOR PUBLIC AFFAIRS MANAGER,DAVIS FOR CONGRESS,DEM
250,SENIOR FELLOW/RESEARCHER,JAMIE RASKIN FOR CONGRESS,DEM
250,SENIOR FELLOW,JAMIE RASKIN FOR CONGRESS,DEM
250,SENIOR EXECUTIVE VICE PRESIDENT,JOE KENNEDY FOR CONGRESS,DEM
250,SENIOR EXEC VICE PRESIDENT,MARK TAKAI FOR CONGRESS,DEM
250,SENIOR EDITOR,BERNIE 2016,DEM
250,SENIOR DIRECTOR,HILLARY FOR AMERICA,DEM
250,SENIOR COUNSEL,FRIENDS OF DON BEYER,DEM
250,SENIOR COUNSEL,GLENN IVEY FOR CONGRESS,DEM
250,SENIOR ASTROPHYSICIST,FRIENDS OF SHAUGHNESSY NAUGHTON,DEM
250,SENIOR ADVISOR,MUROFF FOR CONGRESS,DEM
250,SENATE STAFF,JOSELINE PENA-MELNYK FOR CONGRESS,DEM
250,SEN. POLICY ANLYST,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
250,SELF-EMPLOYED,BARVE FOR CONGRESS,DEM
250,SELF-EMPLOYED,DENISE JUNEAU FOR CONGRESS,DEM
250,SELF EMPLOYEE,GLENN IVEY FOR CONGRESS,DEM
250,SELF EMPLOYED,GLENN IVEY FOR CONGRESS,DEM
250,SELF EMPLOYED,DAVIS FOR CONGRESS,DEM
250,SELF EMPLOYED,ALVIN THORNTON FOR CONGRESS,DEM
250,SELF,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,SELF,ERIC LYNN FOR CONGRESS,DEM
250,SELF,ERIC LYNN FOR CONGRESS,DEM
250,SELF,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,SELF,GLENN IVEY FOR CONGRESS,DEM
250,SECRETARY,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
250,SECRETARY,DONNA EDWARDS FOR SENATE,DEM
250,SECRETARY,DONNA EDWARDS FOR SENATE,DEM
250,SECRETARY,DONNA EDWARDS FOR SENATE,DEM
250,SECRETARY,DONNA EDWARDS FOR SENATE,DEM
250,SECLE DIRECTOR,JAMIE RASKIN FOR CONGRESS,DEM
250,SCIENTIST,MISSOURIANS FOR KANDER,DEM
250,SCIENTIST,BARVE FOR CONGRESS,DEM
250,SCIENTIST,JAMIE RASKIN FOR CONGRESS,DEM
250,SCIENTIST,ERIC LYNN FOR CONGRESS,DEM
250,SCIENTIST,BERNIE 2016,DEM
250,SCIENTIST,BERNIE 2016,DEM
250,SCIENTIST,JAMIE RASKIN FOR CONGRESS,DEM
250,SCHOOL HEAD,FRIENDS OF JOHN DELANEY,DEM
250,SALESMAN,DSCC,DEM
250,SALES MANAGER,HILLARY FOR AMERICA,DEM
250,SALES AND MARKETING,JAMIE RASKIN FOR CONGRESS,DEM
250,SALES,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,SALES,INGRID TURNER FOR CONGRESS,DEM
250,SALES,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
250,SALES,JOSELINE PENA-MELNYK FOR CONGRESS,DEM
250,ROLLINGS ACRES LANDSCAPING,JAMIE RASKIN FOR CONGRESS,DEM
250,"RN, BUSINESS OWNER, PHARMACY/DME",GLENN IVEY FOR CONGRESS,DEM
250,RETIRED WRITER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED WRITER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED LONGSHOREMAN,BERNIE 2016,DEM
250,RETIRED EDUCATIONAL CONSULTANT,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED DEAN,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED COMPUTER PROGRAMMER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,REED COMMITTEE; THE,DEM
250,RETIRED,FRIENDS OF SHERROD BROWN,DEM
250,RETIRED,FRIENDS OF MARIA,DEM
250,RETIRED,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
250,RETIRED,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,DEM
250,RETIRED,ARLINGTON COUNTY DEMOCRATIC COMMITTEE JOINT FEDERAL CAMPAIGN,DEM
250,RETIRED,ELIZABETH FOR MA INC,DEM
250,RETIRED,ELIZABETH FOR MA INC,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,FRIENDS OF JOHN DELANEY,DEM
250,RETIRED,ANTHONY BROWN FOR CONGRESS,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,HOYER FOR CONGRESS,DEM
250,RETIRED,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
250,RETIRED,MIKE HONDA FOR CONGRESS,DEM
250,RETIRED,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,DEM
250,RETIRED,ELLISON FOR CONGRESS,DEM
250,RETIRED,FRIENDS OF JOHN DELANEY,DEM
250,RETIRED,ANTHONY BROWN FOR CONGRESS,DEM
250,RETIRED,ANTHONY BROWN FOR CONGRESS,DEM
250,RETIRED,ANTHONY BROWN FOR CONGRESS,DEM
250,RETIRED,BARVE FOR CONGRESS,DEM
250,RETIRED,TAMMY FOR ILLINOIS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,ERIC LYNN FOR CONGRESS,DEM
250,RETIRED,INGRID TURNER FOR CONGRESS,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,NANCY PELOSI FOR CONGRESS,DEM
250,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
250,RETIRED,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
250,RETIRED,ELIZABETH FOR MA INC,DEM
250,RETIRED,ELIZABETH FOR MA INC,DEM
250,RETIRED,ELIZABETH FOR MA INC,DEM
250,RETIRED,ELIZABETH FOR MA INC,DEM
250,RETIRED,ELIZABETH FOR MA INC,DEM
250,RETIRED,FRIENDS OF DON BEYER,DEM
250,RETIRED,AL FRANKEN FOR SENATE ,DEM
250,RETIRED,DONNA EDWARDS FOR SENATE,DEM
250,RETIRED,DONNA EDWARDS FOR SENATE,DEM
250,RETIRED,DONNA EDWARDS FOR SENATE,DEM
250,RETIRED,DONNA EDWARDS FOR SENATE,DEM
250,RETIRED,DONNA EDWARDS FOR SENATE,DEM
250,RETIRED,DONNA EDWARDS FOR SENATE,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,FRIENDS OF JOHN SARBANES,DEM
250,RETIRED,FRIENDS OF JOHN SARBANES,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,FRIENDS OF RAJA FOR CONGRESS,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,HILLARY FOR AMERICA,DEM
250,RETIRED,BERNIE 2016,DEM
250,RETIRED,BERNIE 2016,DEM
250,RETIRED,BERNIE 2016,DEM
250,RETIRED,SUZAN JOHNSON COOK FOR CONGRESS,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,DCCC,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,GLENN IVEY FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,JAMIE RASKIN FOR CONGRESS,DEM
250,RETIRED,BERNIE 2016,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DEMOCRATIC PARTY OF WISCONSIN,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,DSCC,DEM
250,RETIRED,BENNET FOR COLORADO,DEM
250,RETIRED,DAVIS FOR CONGRESS,DEM
250,RETIRED,LESSIG2016.US,DEM
250,RETIRED,LESSIG2016.US,DEM
250,RETIRED,LESSIG2016.US,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
250,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
